parent_smiles,metabolite_smiles
Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2,Cc1c2c(c(C)c3ccccc13)[C@H](O)[C@@H](O)c1ccccc1-2
CC(=O)N[C@@H](CO[C@@H]1O[C@@H](CO)C(O)[C@H](O)[C@H]1O)[C@@H](C)O,CC(=O)N[C@@H](CO[C@@H]1O[C@@H](CO)C(O)[C@H](OS(=O)(=O)[O-])[C@H]1O)[C@@H](C)O
CCCCCC1OC1CC1OC1CCCCCCCC(=O)[O-],CCCCCC1O/C1=C/COC(CCCCCCCC(=O)[O-])OO
O=C([O-])C(=O)CS(=O)[O-],CC(=O)C(=O)[O-]
[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],[NH3+][C@@H](C[C@@H](O)C(=O)[O-])C(=O)[O-]
O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,O=c1ccn([C@@H]2O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
CC(=O)OC[C@H](COP(=O)([O-])[O-])OC(C)=O,CC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O
N[C@@H](CS)C(=O)O,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
O=C([O-])CCC(=O)[O-],O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]
CC(CNC(N)=O)C(=O)O,CC(CN)C(=O)O
CCCC(CCC)C(=O)O,CCCC(CCCO)C(=O)O
N[C@@H](Cc1cnc[nH]1)C(=O)O,[H]/N=C(\O)NCCC[C@H](N)C(=O)O
CC([O-])=N[C@@H]1[C@H](OP(=O)(O)OP(=O)(O)OC[C@@H]2O[C@H](n3ccc([O-])nc3=O)[C@@H](O)[C@H]2O)O[C@@H](CO)[C@H](O)[C@H]1O,O=c1nc([O-])ccn1[C@@H]1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O
C=Cc1cc(C)c(O)c(C)c1,CCc1cc(C)c(O)c(C)c1
CC1=C(C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1
O=C(O)C(O)COP(=O)(O)O,O=C(OP(=O)(O)O)C(O)COP(=O)(O)O
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,NC(CCC(=O)NC(CSC1C(Br)=CC=CC1O)C(=O)NCC(=O)O)C(=O)O
C[C@@H](C(=O)[O-])C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=[P@]1(N(CCCl)CCCl)NCCCO1
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(C[C@@H](C)NCCOc2ccccc2O)cc1S(N)(=O)=O
CC(C)(C#N)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)CC(=O)O
OCC1OC(O)C(O)C(O)C1O,COC1OC(CO)C(O)C(O)C1O
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2
CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS
O=CCc1c[nH]c2ccc(O)cc12,O=C(O)Cc1c[nH]c2ccc(O)cc12
O=C([O-])C[C@H](O)C(=O)[O-],O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CC(C)C[C@H](N=C(O)CN=C(O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O
N=C(N)NCC(=O)O,CN(CC(=O)O)C(=N)N
O=C([O-])CCC[C@@H](O)/C=C\C=C\C=CC(=O)C/C=C\CCCCC(O)(O)O,O=C([O-])CCCC/C=C\CC(=O)C=C/C=C/C=C\[C@H](O)CCCC(=O)[O-]
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
O=P([O-])([O-])OC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,[NH3+][C@H]1C(O)O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
O=c1nc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,O=c1nc([O-])ccn1[C@@H]1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O
CC[C@H](C)[C@H]([NH3+])C(=O)[O-],CC[C@H](C)C(=O)C(=O)[O-]
CCCCCC/C=C\CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS
CC(C)[C@@H](O)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,CC(C)[C@@H](O)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=C(O)/C=C/C(=O)O,O=C(O)CCC(=O)O
C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]43C)[C@H]1CC[C@@H]2O
CC(C)[C@H](C)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)[C@H](C)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
N[C@@H](CCC[NH3+])C(=O)O,N[C@@H](CCCC[NH3+])C(=O)O
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1=O
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1
CC(O)=NCCC[NH2+]CCCC[NH3+],[NH3+]CCCC[NH2+]CCC[NH3+]
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,CC12CCC(/C(=C\c3ccc(CO)cc3)C1=O)C2(C)C
C[C@]12C=CC(=O)CC1[C@H](O)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@@H](O)CO,C[C@]12C=CC(=O)CC1[C@H](O)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Oc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,Oc1ccc2cc3c4c(ccc5cccc(c54)C4OC34)c2c1
CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,CCCCN=C(O)NS(=O)(=O)c1ccc(CO)cc1
CCCCC/C=C\CC(O)/C=C/C=C/C=C/C(=O)[O-],CCCCC/C=C\CC(O)/C=C/CC/C=C/C(=O)[O-]
OCCc1c[nH]c2ccc(O)cc12,O=S(=O)([O-])Oc1ccc2[nH]cc(CCO)c2c1
[H]/N=C(\N)NCCC[C@H](N=C(O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CC(C)C)C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
N[C@@H](CS)C(O)=N[C@H](CS)C(=O)O,N[C@@H](CS)C(=O)O
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1[C@H](NC(=O)C[C@H]([NH3+])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O
Cc1ncc(CO)c(C[NH3+])c1O,Cc1ncc(CO)c(C=O)c1O
C[N+](C)([O-])CC/C=C1\c2ccccc2COc2ccccc21,C[N+](C)(CC/C=C1\c2ccccc2COc2ccccc21)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
C[C@H](N=C(O)[C@H](N)Cc1ccc(O)cc1)C(O)=N[C@H](Cc1ccccc1)C(=O)O,N[C@@H](Cc1ccc(O)cc1)C(=O)O
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c(O)c(O)c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc4cc(C)c(OC)c(O)c4[C@H]([C@H]21)N3C
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@H](CO)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
N[C@@H](CCC[NH3+])C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(C(=O)CC[C@@H](C)[C@H]1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CSc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O
O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O=C([O-])CC(C(=O)[O-])C(=O)C(=O)[O-]
Cc1cccc(O)c1,Cc1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
CNCCCCC(NC(C)=O)C(=O)NC,CNC(=O)C(CCCCN(C)C)NC(C)=O
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
[NH3+][C@H]1C(O)O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CCCCCCCCCC/C=C\CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS
[H]/N=c1\[nH]c(C)ncc1C[n+]1csc(CCOP(=O)([O-])OP(=O)([O-])[O-])c1C,[H]/N=c1/[nH]c(C)ncc1C[n+]1c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])[O-])c1C
O=CCc1ccc(O)c(O)c1,OCCc1ccc(O)c(O)c1
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Cc1c(Nc2ccccc2C(=O)OC2OC(O)C(O)C(O)C2O)ccc(O)c1Cl,COc1ccc(Nc2ccccc2C(O)OC2OC(O)C(O)C(O)C2O)c(C)c1Cl
C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@@H]2C(=O)CO,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@@H]2C(=O)CO
Oc1cccc2c1ccc1ccccc12,COc1cccc2c1ccc1ccccc12
C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1OC(OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H]1O
CO[C@@H]1[C@H](CO)O[C@H](O[C@@H]2[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](OC)O[C@H]2C(=O)[O-])[C@H](NS(=O)(=O)[O-])[C@H]1O,CO[C@@H]1[C@H](CO)O[C@H](O[C@H]2[C@H](C(=O)[O-])O[C@@H](OC)[C@H](O)[C@H]2O)[C@H](NS(=O)(=O)[O-])[C@H]1O
C1=Cc2ccccc2CC1,OC1CCc2ccccc2C1O
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS
Cc1ccc(N)cc1,Cc1ccc(O)cc1
CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OC(C)=O,CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC(C)=O
Nc1nc2c(ncn2[C@@H]2O[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
N[C@@H](CCC([O-])=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,N[C@@H](CCC(O)=N[C@H](CSc1c(O)c([O-])cc2c1CCN2)C(O)=NCC(=O)O)C(=O)O
O=P(O)(O)OCC1OC(O)CC1O,OCC1OC(O)CC1O
OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
[H]/N=C(\N)NCCC[C@H](N=C(O)[C@@H](CO)N=C(O)[C@@H]([NH3+])C(C)C)C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
O=S([O-])(O)=S,O=S(=O)([O-])[O-]
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1
Cc1cn([C@@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,Cc1cn([C@@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CCCCCCCCCCCCCCC(O)C(O)C(CO)NC(C)=O,CCCCCCCCCCCCCCC(O)C(O)C(N)CO
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2
C=CCC(CCC)C(=O)O,C=C/C=C(\CCC)C(=O)O
O=C([O-])CCC(=O)[O-],O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)[O-],CCCCCC(C=CC=CCC=CCCCCCCC(=O)[O-])OO
N[C@@H](CCC([O-])=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,N[C@@H](CCC(O)=N[C@@H](CSc1c(O)c([O-])cc2c1CCN2)C(O)=NCC(=O)O)C(=O)O
CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C
O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3OC[C@@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1
C=C(C)CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
N[C@@H](CCO)C(=O)O,[H]/N=C(\O)C[C@H](N)C(=O)O
CCCCCCCCCCCC(=O)CC(=O)SC,CCCCCCCCCCCC(O)CC(=O)SC
CNC(=O)CCCCC1CCSS1,CCC(C)C(=O)SCCC(S)CCCCC(=O)NC
CCCCCC=CCC=CC=CC=C[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-],CCCCCC=CCC=CC=CC=C[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-]
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1
CCCCC/C=C\CC=CCC/C=C\CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,COc1ccc(CCN2CCC(Nc3nc4ccc(O)cc4n3Cc3ccc(F)cc3)CC2)cc1
C=C1CCC(O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-],[NH3+]CCC[C@H]([NH3+])C(=O)[O-]
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-],CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCS
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,Nc1ccc(C=NN2CC(O)=NC2=O)o1
CC1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,CC1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc([O-])c4O[C@H]2[C@H]([O-])CC[C@H]3[C@H]1C5
Cc1c(Nc2ccccc2C(=O)OC2OC(O)C(O)C(O)C2O)ccc(O)c1Cl,Cc1cc(O)ccc1Nc1ccccc1C(=O)OC1OC(O)C(O)C(O)C1O
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C2CCCN2)C1O,CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O
CCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CC/C=C\C/C=C\CC=CC/C=C\C/C=C\CCCC(=O)O[C@@H]1CC[C@]2(C)C(=CCC3C2CC[C@]2(C)C3CCC2[C@@H](C)CCCC(C)C)C1,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O,CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(OC2(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O2)C1O)NC(C)=O
O=C(O)C(=O)CS,CC(=O)C(=O)O
CN(C)c1ccccc1,CN(CO)c1ccccc1
CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1
